fusion_id	aliquot_id	known_gene1	known_gene2	gene_id1	gene_id2	chr1	break1	chr2	break2	frameshift	exon	UTR	SV	SV_sv_id	SV2_sv_id	class	SV_match_composite	tx1_coord	tx2_coord	tx_bkpt1	tx_bkpt2	project_code	histology_abbreviation	wgs_aliquot_id	icgc_donor_id
CFAP58->INA	430aa27a-00aa-4ea0-a272-1cdfc40eb0c6	CCDC147	INA	ENSG00000120051.10	ENSG00000148798.5	10	106166551	10	105046792	in-frame	exon15->exon2	CDS->CDS	TRUE	SVMERGE396_1	NA	direct	direct	ENST00000369704.3:1-2390	ENST00000369849.4:1115-3232	ENST00000369704.3^10:106166551:+	ENST00000369849.4^10:105046792:+	OV-AU	Ovary-AdenoCA	09508a0d-ebe0-4fa1-b7b2-1710814181cd	DO46606
ANKFY1->NLRP1	430aa27a-00aa-4ea0-a272-1cdfc40eb0c6	ANKFY1	NLRP1	ENSG00000185722.12	ENSG00000091592.11	17	4120278	17	5487820	NA	exon4->exon1	CDS->5UTR	TRUE	SVMERGE726_1	SVMERGE641_1	composite	TRA:TRA	ENST00000341657.4:1-494	ENST00000544378.2:10-5282	ENST00000341657.4^17:4120278:-	ENST00000544378.2^17:5487820:-	OV-AU	Ovary-AdenoCA	09508a0d-ebe0-4fa1-b7b2-1710814181cd	DO46606
ADSL->TNRC6B	430aa27a-00aa-4ea0-a272-1cdfc40eb0c6	ADSL	TNRC6B	ENSG00000239900.7	ENSG00000100354.16	22	40761060	22	40696459	in-frame	exon12->exon13	CDS->CDS	TRUE	SVMERGE69_1	NA	direct	direct	ENST00000216194.7:1-1424	ENST00000454349.2:3920-18280	ENST00000216194.7^22:40761060:+	ENST00000454349.2^22:40696459:+	OV-AU	Ovary-AdenoCA	09508a0d-ebe0-4fa1-b7b2-1710814181cd	DO46606
AAMDC->SPCS2	430aa27a-00aa-4ea0-a272-1cdfc40eb0c6	AAMDC	SPCS2	ENSG00000087884.10	ENSG00000118363.7	11	77532287	11	74680685	NA	exon1->exon4	5UTR->CDS	TRUE	SVMERGE62_1	NA	direct	direct	ENST00000304716.8:1-87	ENST00000263672.6:474-2709	ENST00000304716.8^11:77532287:+	ENST00000263672.6^11:74680685:+	OV-AU	Ovary-AdenoCA	09508a0d-ebe0-4fa1-b7b2-1710814181cd	DO46606
SPINT2->VPS26B	b8386379-4357-4c22-9be7-810006e74aa6	SPINT2	VPS26B	ENSG00000167642.8	ENSG00000151502.6	19	38781215	11	134104791	in-frame	exon6->exon2	CDS->CDS	FALSE	NA	NA	SV independent	NA	ENST00000301244.7:1-1027	ENST00000281187.5:702-3692	ENST00000301244.7^19:38781215:+	ENST00000281187.5^11:134104791:+	OV-AU	Ovary-AdenoCA	f988e698-9b34-45ce-ba4c-74e06e9cae4a	DO46368
CHD7->RAB2A	b8386379-4357-4c22-9be7-810006e74aa6	CHD7	RAB2A	ENSG00000171316.7	ENSG00000104388.10	8	61655656	8	61531139	in-frame	exon2->exon7	CDS->CDS	TRUE	SVMERGE16_1	NA	direct	direct	ENST00000423902.2:1-2144	ENST00000262646.7:826-3849	ENST00000423902.2^8:61655656:+	ENST00000262646.7^8:61531139:+	OV-AU	Ovary-AdenoCA	f988e698-9b34-45ce-ba4c-74e06e9cae4a	DO46368
ARHGEF11->CEP131	b8386379-4357-4c22-9be7-810006e74aa6	ARHGEF11	AZI1	ENSG00000132694.14	ENSG00000141577.9	1	156921365	17	79166393	in-frame	exon22->exon20	CDS->CDS	TRUE	SVMERGE72_1	NA	direct	direct	ENST00000368194.3:1-2965	ENST00000269392.4:2687-3674	ENST00000368194.3^1:156921365:-	ENST00000269392.4^17:79166393:-	OV-AU	Ovary-AdenoCA	f988e698-9b34-45ce-ba4c-74e06e9cae4a	DO46368
YWHAG->SSC4D	cf1625b4-f30b-487f-8e2c-2866af730c7f	YWHAG	SRCRB4D	ENSG00000170027.5	ENSG00000146700.8	7	75988039	7	76033822	NA	exon1->exon2	CDS->5UTR	TRUE	SVMERGE166_1	NA	direct	direct	ENST00000307630.3:1-310	ENST00000275560.3:283-2802	ENST00000307630.3^7:75988039:-	ENST00000275560.3^7:76033822:-	OV-AU	Ovary-AdenoCA	6fffe0cf-bb38-4e77-88ab-a256bd7fbbce	DO46420
COL14A1->DEPTOR	cf1625b4-f30b-487f-8e2c-2866af730c7f	COL14A1	DEPTOR	ENSG00000187955.7	ENSG00000155792.5	8	121160169	8	120977472	out-of-frame	exon2->exon4	CDS->CDS	TRUE	SVMERGE121_1	NA	direct	direct	ENST00000297848.3:1-358	ENST00000286234.5:556-2570	ENST00000297848.3^8:121160169:+	ENST00000286234.5^8:120977472:+	OV-AU	Ovary-AdenoCA	6fffe0cf-bb38-4e77-88ab-a256bd7fbbce	DO46420
ZNF808->LRIG1	17bc0ea3-bf27-4d72-9bdf-af10477d30ef	ZNF808	LIG1	ENSG00000198482.6	ENSG00000105486.9	19	53036262	19	48668880	NA	exon2->exon2	5UTR->5UTR	TRUE	SVMERGE28_1	NA	direct	direct	ENST00000359798.4:1-161	ENST00000263274.7:364-3385	ENST00000359798.4^19:53036262:+	ENST00000263274.7^19:48668880:-	OV-AU	Ovary-AdenoCA	6ce42746-88aa-485f-a1c4-1759aad95914	DO46398
USF2->AC011525.2	17bc0ea3-bf27-4d72-9bdf-af10477d30ef	USF2	AC011525.2	ENSG00000105698.11	ENSG00000261400.1	19	35762044	19	32084504	Other	NA	NA	TRUE	SVMERGE69_1	SVMERGE80_1	composite	DUP:t2tINV	ENSG00000105698:NA	ENSG00000261400:NA	ENSG00000105698^19:35762044:+	ENSG00000261400^19:32084504:-	OV-AU	Ovary-AdenoCA	6ce42746-88aa-485f-a1c4-1759aad95914	DO46398
UBA2->CAPN12	17bc0ea3-bf27-4d72-9bdf-af10477d30ef	UBA2	CAPN12	ENSG00000126261.8	ENSG00000182472.4	19	34945461	19	39233168	out-of-frame	exon12->exon3	CDS->CDS	FALSE	NA	NA	SV independent	NA	ENST00000246548.4:1-1315	ENST00000328867.4:617-2763	ENST00000246548.4^19:34945461:+	ENST00000328867.4^19:39233168:-	OV-AU	Ovary-AdenoCA	6ce42746-88aa-485f-a1c4-1759aad95914	DO46398
KIF5B->ZEB1	17bc0ea3-bf27-4d72-9bdf-af10477d30ef	KIF5B	ZEB1	ENSG00000170759.10	ENSG00000148516.17	10	32337392	10	31749966	in-frame	exon2->exon2	CDS->CDS	TRUE	SVMERGE51_1	NA	direct	direct	ENST00000302418.4:1-672	ENST00000320985.10:169-5424	ENST00000302418.4^10:32337392:-	ENST00000320985.10^10:31749966:+	OV-AU	Ovary-AdenoCA	6ce42746-88aa-485f-a1c4-1759aad95914	DO46398
IFNAR1->KMT2B	17bc0ea3-bf27-4d72-9bdf-af10477d30ef	IFNAR1	KMT2B	ENSG00000142166.8	ENSG00000272333.1	21	34697436	19	36215890	out-of-frame	exon1->exon10	CDS->CDS	FALSE	NA	NA	SV independent	NA	ENST00000270139.3:1-228	ENST00000222270.7:3430-8470	ENST00000270139.3^21:34697436:+	ENST00000222270.7^19:36215890:+	OV-AU	Ovary-AdenoCA	6ce42746-88aa-485f-a1c4-1759aad95914	DO46398
CXADR->AP000402.3	17bc0ea3-bf27-4d72-9bdf-af10477d30ef	CXADR	AP000402.3	ENSG00000154639.14	ENSG00000227090.1	21	18937929	21	26275070	Other	NA	NA	TRUE	SVMERGE101_1	NA	direct	direct	ENSG00000154639:NA	ENSG00000227090:NA	ENSG00000154639^21:18937929:+	ENSG00000227090^21:26275070:-	OV-AU	Ovary-AdenoCA	6ce42746-88aa-485f-a1c4-1759aad95914	DO46398
AKT2->DPY19L3	17bc0ea3-bf27-4d72-9bdf-af10477d30ef	AKT2	DPY19L3	ENSG00000105221.12	ENSG00000178904.14	19	40743876	19	32968428	out-of-frame	exon9->exon17	CDS->CDS	FALSE	NA	NA	SV independent	NA	ENST00000392038.2:1-1130	ENST00000342179.5:1913-6016	ENST00000392038.2^19:40743876:-	ENST00000342179.5^19:32968428:+	OV-AU	Ovary-AdenoCA	6ce42746-88aa-485f-a1c4-1759aad95914	DO46398
CCDC6->RET	7336c543-1c87-4f1e-8382-78c0b67d369c	CCDC6	RET	ENSG00000108091.10	ENSG00000165731.13	10	61612311	10	43612032	in-frame	exon2->exon12	CDS->CDS	TRUE	SVMERGE1_1	NA	direct	direct	ENST00000263102.6:1-685	ENST00000355710.3:2369-5660	ENST00000263102.6^10:61612311:-	ENST00000355710.3^10:43612032:+	PACA-AU	Panc-AdenoCA	0554ffe5-31f7-43f5-8372-2b73c9cf3527	DO49076
SETD3->ATG2B	baecf0b1-419c-497b-8e47-f9053f823c58	SETD3	ATG2B	ENSG00000183576.8	ENSG00000066739.7	14	99924616	14	96761897	in-frame	exon6->exon35	CDS->CDS	TRUE	SVMERGE214_1	NA	direct	direct	ENST00000331768.5:1-835	ENST00000359933.4:6034-11629	ENST00000331768.5^14:99924616:-	ENST00000359933.4^14:96761897:-	PACA-AU	Panc-AdenoCA	046d7386-95c8-4501-9e55-c85bec272a7a	DO34432
NFKB1->KLHDC10	0cd4fe69-f9bc-4581-8190-b5fab01fcfb3	NFKB1	KLHDC10	ENSG00000109320.7	ENSG00000128607.9	4	103451071	7	129756285	in-frame	exon3->exon3	CDS->CDS	TRUE	SVMERGE37_1	NA	direct	direct	ENST00000226574.4:1-585	ENST00000335420.5:388-6438	ENST00000226574.4^4:103451071:+	ENST00000335420.5^7:129756285:+	OV-AU	Ovary-AdenoCA	b75b2663-dcc6-411c-bfcc-574aa33cf388	DO46386
ARHGAP26->AFAP1L1	5e5e48f8-8ddc-452a-85c4-15119480415a	ARHGAP26	AFAP1L1	ENSG00000145819.11	ENSG00000157510.9	5	142283234	5	148679072	in-frame	exon8->exon2	CDS->CDS	TRUE	SVMERGE143_1	NA	direct	direct	ENST00000274498.4:1-1210	ENST00000296721.4:115-4178	ENST00000274498.4^5:142283234:+	ENST00000296721.4^5:148679072:+	PACA-AU	Panc-AdenoCA	12f038e1-00af-4c64-a2e0-9e63323492ef	DO33512
URI1->GPC6	26a7b379-378d-4b8a-bd98-4c8ec6cc0532	URI1	GPC6	ENSG00000105176.13	ENSG00000183098.6	19	30477324	13	94197516	in-frame	exon3->exon2	CDS->CDS	TRUE	SVMERGE121_1	SVMERGE233_1	composite	TRA:h2hINV	ENST00000312051.6:1-362	ENST00000377047.4:776-6468	ENST00000312051.6^19:30477324:+	ENST00000377047.4^13:94197516:+	OV-AU	Ovary-AdenoCA	e45f3391-2e74-4767-817a-280cebac7c57	DO46328
TRIM14->GAB2	26a7b379-378d-4b8a-bd98-4c8ec6cc0532	TRIM14	GAB2	ENSG00000106785.10	ENSG00000033327.8	9	100872171	11	77961446	out-of-frame	exon2->exon3	CDS->CDS	FALSE	NA	NA	SV independent	NA	ENST00000341469.2:1-313	ENST00000361507.4:463-6093	ENST00000341469.2^9:100872171:-	ENST00000361507.4^11:77961446:-	OV-AU	Ovary-AdenoCA	e45f3391-2e74-4767-817a-280cebac7c57	DO46328
SAP30BP->TMEM94	26a7b379-378d-4b8a-bd98-4c8ec6cc0532	SAP30BP	KIAA0195	ENSG00000161526.10	ENSG00000177728.10	17	73667943	17	73481509	in-frame	exon3->exon3	CDS->CDS	TRUE	SVMERGE246_1	NA	direct	direct	ENST00000584667.1:1-521	ENST00000314256.7:419-5214	ENST00000584667.1^17:73667943:+	ENST00000314256.7^17:73481509:+	OV-AU	Ovary-AdenoCA	e45f3391-2e74-4767-817a-280cebac7c57	DO46328
PLCB1->CDKAL1	26a7b379-378d-4b8a-bd98-4c8ec6cc0532	PLCB1	CDKAL1	ENSG00000182621.12	ENSG00000145996.7	20	8630096	6	20739750	out-of-frame	exon7->exon6	CDS->CDS	TRUE	SVMERGE203_1	NA	direct	direct	ENST00000338037.6:1-621	ENST00000274695.4:539-3273	ENST00000338037.6^20:8630096:+	ENST00000274695.4^6:20739750:+	OV-AU	Ovary-AdenoCA	e45f3391-2e74-4767-817a-280cebac7c57	DO46328
MACF1->LATS2	26a7b379-378d-4b8a-bd98-4c8ec6cc0532	MACF1	LATS2	ENSG00000127603.19	ENSG00000150457.7	1	39854330	13	21565543	in-frame	exon58->exon3	CDS->CDS	TRUE	SVMERGE347_1	NA	direct	direct	ENST00000567887.1:1-16084	ENST00000382592.4:749-5512	ENST00000567887.1^1:39854330:+	ENST00000382592.4^13:21565543:-	OV-AU	Ovary-AdenoCA	e45f3391-2e74-4767-817a-280cebac7c57	DO46328
MACF1->AKIRIN1	26a7b379-378d-4b8a-bd98-4c8ec6cc0532	MACF1	AKIRIN1	ENSG00000127603.19	ENSG00000174574.11	1	39571389	1	39466644	in-frame	intron1->exon3	CDS->CDS	TRUE	SVMERGE376_1	NA	direct	direct	ENST00000567887.1:NA	ENST00000432648.3:NA	ENST00000567887.1^1:39571389:+	ENST00000432648.3^1:39466644:+	OV-AU	Ovary-AdenoCA	e45f3391-2e74-4767-817a-280cebac7c57	DO46328
JADE3->CP	26a7b379-378d-4b8a-bd98-4c8ec6cc0532	PHF16	CP	ENSG00000102221.9	ENSG00000047457.9	X	46772154	3	148901392	NA	intron1->exon13	5UTR->CDS	FALSE	NA	NA	SV independent	NA	ENST00000397189.1:NA	ENST00000264613.6:NA	ENST00000397189.1^X:46772154:+	ENST00000264613.6^3:148901392:-	OV-AU	Ovary-AdenoCA	e45f3391-2e74-4767-817a-280cebac7c57	DO46328
FOXJ3->SCMH1	26a7b379-378d-4b8a-bd98-4c8ec6cc0532	FOXJ3	SCMH1	ENSG00000198815.4	ENSG00000010803.12	1	42730786	1	41651922	NA	exon6->exon2	CDS->5UTR	TRUE	SVMERGE309_1	NA	direct	direct	ENST00000372572.1:1-756	ENST00000337495.5:53-3109	ENST00000372572.1^1:42730786:-	ENST00000337495.5^1:41651922:-	OV-AU	Ovary-AdenoCA	e45f3391-2e74-4767-817a-280cebac7c57	DO46328
DNAJC3->FREM2-AS1	26a7b379-378d-4b8a-bd98-4c8ec6cc0532	DNAJC3	FREM2-AS1	ENSG00000102580.10	ENSG00000225350.1	13	96416207	13	39396239	Other	NA	NA	TRUE	SVMERGE14_1	NA	direct	direct	ENSG00000102580:NA	ENSG00000225350:NA	ENSG00000102580^13:96416207:+	ENSG00000225350^13:39396239:-	OV-AU	Ovary-AdenoCA	e45f3391-2e74-4767-817a-280cebac7c57	DO46328
DDB1->CPSF7	26a7b379-378d-4b8a-bd98-4c8ec6cc0532	DDB1	CPSF7	ENSG00000167986.9	ENSG00000149532.11	11	61089067	11	61183991	in-frame	exon10->exon6	CDS->CDS	TRUE	SVMERGE212_1	NA	direct	direct	ENST00000301764.7:1-1623	ENST00000340437.4:761-3688	ENST00000301764.7^11:61089067:-	ENST00000340437.4^11:61183991:-	OV-AU	Ovary-AdenoCA	e45f3391-2e74-4767-817a-280cebac7c57	DO46328
LIMS1->STARD7	c2cd7db7-5930-4cba-9d3b-dd03c101dee6	LIMS1	STARD7	ENSG00000169756.12	ENSG00000084090.9	2	109151050	2	96853039	out-of-frame	exon1->exon7	CDS->CDS	TRUE	SVMERGE19_1	NA	direct	direct	ENST00000544547.1:1-194	ENST00000337288.5:1228-3369	ENST00000544547.1^2:109151050:+	ENST00000337288.5^2:96853039:-	OV-AU	Ovary-AdenoCA	7fdd07a4-4a27-40c3-af92-a0074e6391f5	DO46334
INSR->ASF1B	c2cd7db7-5930-4cba-9d3b-dd03c101dee6	INSR	ASF1B	ENSG00000171105.9	ENSG00000105011.4	19	7163043	19	14237049	in-frame	exon9->exon2	CDS->CDS	TRUE	SVMERGE29_1	NA	direct	direct	ENST00000302850.5:1-2172	ENST00000263382.3:610-2060	ENST00000302850.5^19:7163043:-	ENST00000263382.3^19:14237049:-	OV-AU	Ovary-AdenoCA	7fdd07a4-4a27-40c3-af92-a0074e6391f5	DO46334
ZNF445->TCAIM	df2d703d-bf00-41b2-8ce0-48a0c7dafdac	ZNF445	TCAIM	ENSG00000185219.11	ENSG00000179152.14	3	44486449	3	44448934	NA	exon8->exon11	3UTR->CDS	TRUE	SVMERGE37_1	NA	direct	direct	ENST00000396077.2:1-5062	ENST00000342649.4:1678-3688	ENST00000396077.2^3:44486449:-	ENST00000342649.4^3:44448934:+	OV-AU	Ovary-AdenoCA	cd9efdef-a7fb-49e5-9515-63606ae8bbfc	DO46362
TMEM53->CTPS1	df2d703d-bf00-41b2-8ce0-48a0c7dafdac	TMEM53	CTPS1	ENSG00000126106.9	ENSG00000171793.9	1	45140003	1	41463066	out-of-frame	exon1->exon9	CDS->CDS	TRUE	SVMERGE19_1	NA	direct	direct	ENST00000372237.3:1-225	ENST00000372621.4:1381-3200	ENST00000372237.3^1:45140003:-	ENST00000372621.4^1:41463066:+	OV-AU	Ovary-AdenoCA	cd9efdef-a7fb-49e5-9515-63606ae8bbfc	DO46362
SHANK2->COL8A2	df2d703d-bf00-41b2-8ce0-48a0c7dafdac	SHANK2	COL8A2	ENSG00000162105.12	ENSG00000171812.6	11	70644548	1	36581353	NA	exon20->exon2	CDS->5UTR	TRUE	SVMERGE89_1	SVMERGE49_1	composite	DUP:TRA	ENST00000338508.4:1-1780	ENST00000397799.1:165-4671	ENST00000338508.4^11:70644548:-	ENST00000397799.1^1:36581353:-	OV-AU	Ovary-AdenoCA	cd9efdef-a7fb-49e5-9515-63606ae8bbfc	DO46362
JMJD1C->ZNF365	df2d703d-bf00-41b2-8ce0-48a0c7dafdac	JMJD1C	ZNF365	ENSG00000171988.13	ENSG00000138311.11	10	65140078	10	64135940	NA	exon2->exon2	CDS->5UTR	FALSE	NA	NA	SV independent	NA	ENST00000399262.2:1-552	ENST00000395254.3:268-4174	ENST00000399262.2^10:65140078:-	ENST00000395254.3^10:64135940:+	OV-AU	Ovary-AdenoCA	cd9efdef-a7fb-49e5-9515-63606ae8bbfc	DO46362
CTPS1->TMEM53	df2d703d-bf00-41b2-8ce0-48a0c7dafdac	CTPS1	TMEM53	ENSG00000171793.9	ENSG00000126106.9	1	41461740	1	45125967	out-of-frame	exon8->exon2	CDS->CDS	TRUE	SVMERGE19_1	NA	direct	direct	ENST00000372621.4:1-1380	ENST00000372237.3:226-2311	ENST00000372621.4^1:41461740:+	ENST00000372237.3^1:45125967:-	OV-AU	Ovary-AdenoCA	cd9efdef-a7fb-49e5-9515-63606ae8bbfc	DO46362
ATAD2->KCNQ3	df2d703d-bf00-41b2-8ce0-48a0c7dafdac	ATAD2	KCNQ3	ENSG00000156802.8	ENSG00000184156.11	8	124408427	8	133198428	out-of-frame	exon1->exon2	CDS->CDS	TRUE	SVMERGE77_1	NA	direct	direct	ENST00000287394.5:1-279	ENST00000388996.4:808-11442	ENST00000287394.5^8:124408427:-	ENST00000388996.4^8:133198428:-	OV-AU	Ovary-AdenoCA	cd9efdef-a7fb-49e5-9515-63606ae8bbfc	DO46362
PLEKHM2->LPCAT2	953ffa20-1de2-45f2-b5ba-7b0f672ee7fb	PLEKHM2	LPCAT2	ENSG00000116786.7	ENSG00000087253.7	1	16011113	16	55579647	in-frame	exon1->exon9	CDS->CDS	TRUE	SVMERGE75_1	NA	direct	direct	ENST00000375799.3:1-287	ENST00000262134.5:1037-5392	ENST00000375799.3^1:16011113:+	ENST00000262134.5^16:55579647:+	PACA-AU	Panc-AdenoCA	3e4d0e50-8cf4-4eb0-a00a-ccf0484ecc2f	DO33984
USP4->NICN1	b9ed4a1d-5c0b-40ae-af5a-2d7a812661f5	USP4	NICN1	ENSG00000114316.8	ENSG00000145029.7	3	49372902	3	49463861	out-of-frame	exon2->exon2	CDS->CDS	TRUE	SVMERGE48_1	NA	direct	direct	ENST00000351842.4:1-238	ENST00000273598.3:220-2617	ENST00000351842.4^3:49372902:-	ENST00000273598.3^3:49463861:-	OV-AU	Ovary-AdenoCA	8b28f6d2-4b7d-493b-826e-b119a4fb0cb4	DO46412
RECK->DPP7	b9ed4a1d-5c0b-40ae-af5a-2d7a812661f5	RECK	DPP7	ENSG00000122707.7	ENSG00000176978.9	9	36083559	9	140006682	in-frame	exon8->exon9	CDS->CDS	TRUE	SVMERGE470_1	NA	direct	direct	ENST00000377966.3:1-1203	ENST00000371579.2:937-1591	ENST00000377966.3^9:36083559:+	ENST00000371579.2^9:140006682:-	OV-AU	Ovary-AdenoCA	8b28f6d2-4b7d-493b-826e-b119a4fb0cb4	DO46412
MVB12A->MYO9B	b9ed4a1d-5c0b-40ae-af5a-2d7a812661f5	MVB12A	MYO9B	ENSG00000141971.8	ENSG00000099331.9	19	17534876	19	17301906	in-frame	exon7->exon20	CDS->CDS	TRUE	SVMERGE282_1	NA	direct	direct	ENST00000317040.7:1-1757	ENST00000594824.1:2836-7596	ENST00000317040.7^19:17534876:+	ENST00000594824.1^19:17301906:+	OV-AU	Ovary-AdenoCA	8b28f6d2-4b7d-493b-826e-b119a4fb0cb4	DO46412
HIPK2->PARP12	b9ed4a1d-5c0b-40ae-af5a-2d7a812661f5	HIPK2	PARP12	ENSG00000064393.11	ENSG00000059378.8	7	139285163	7	139757834	in-frame	exon11->exon2	CDS->CDS	TRUE	SVMERGE73_1	NA	direct	direct	ENST00000406875.3:1-2530	ENST00000473341.1:413-2862	ENST00000406875.3^7:139285163:-	ENST00000473341.1^7:139757834:-	OV-AU	Ovary-AdenoCA	8b28f6d2-4b7d-493b-826e-b119a4fb0cb4	DO46412
HCG18->ABHD16A	b9ed4a1d-5c0b-40ae-af5a-2d7a812661f5	HCG18	ABHD16A	ENSG00000231074.4	ENSG00000204427.7	6	30260189	6	31661209	Other	NA	NA	TRUE	SVMERGE357_1	NA	direct	direct	ENSG00000231074:NA	ENSG00000204427:NA	ENSG00000231074^6:30260189:-	ENSG00000204427^6:31661209:-	OV-AU	Ovary-AdenoCA	8b28f6d2-4b7d-493b-826e-b119a4fb0cb4	DO46412
COL14A1->DEPTOR	b9ed4a1d-5c0b-40ae-af5a-2d7a812661f5	COL14A1	DEPTOR	ENSG00000187955.7	ENSG00000155792.5	8	121241008	8	120977472	out-of-frame	exon16->exon4	CDS->CDS	TRUE	SVMERGE361_1	NA	direct	direct	ENST00000247781.3:1-2177	ENST00000286234.5:556-2570	ENST00000247781.3^8:121241008:+	ENST00000286234.5^8:120977472:+	OV-AU	Ovary-AdenoCA	8b28f6d2-4b7d-493b-826e-b119a4fb0cb4	DO46412
ATAD3C->TTLL10	b9ed4a1d-5c0b-40ae-af5a-2d7a812661f5	ATAD3C	TTLL10	ENSG00000215915.5	ENSG00000162571.9	1	1392560	1	1131980	in-frame	exon8->exon14	CDS->CDS	TRUE	SVMERGE348_1	NA	direct	direct	ENST00000378785.2:1-1736	ENST00000379290.1:1575-2284	ENST00000378785.2^1:1392560:+	ENST00000379290.1^1:1131980:+	OV-AU	Ovary-AdenoCA	8b28f6d2-4b7d-493b-826e-b119a4fb0cb4	DO46412
AP3D1->LMNB2	b9ed4a1d-5c0b-40ae-af5a-2d7a812661f5	AP3D1	LMNB2	ENSG00000065000.11	ENSG00000176619.6	19	2108686	19	2438529	out-of-frame	exon31->exon3	CDS->CDS	TRUE	SVMERGE363_1	NA	direct	direct	ENST00000355272.6:1-3759	ENST00000325327.3:465-4672	ENST00000355272.6^19:2108686:-	ENST00000325327.3^19:2438529:-	OV-AU	Ovary-AdenoCA	8b28f6d2-4b7d-493b-826e-b119a4fb0cb4	DO46412
VAV2->ALG1	a4d107e6-4e56-49e9-8ec8-0903e6f00418	VAV2	ALG1	ENSG00000160293.12	ENSG00000033011.7	9	136804225	16	5125389	in-frame	exon2->exon4	CDS->CDS	FALSE	NA	NA	SV independent	NA	ENST00000406606.3:1-324	ENST00000262374.5:422-1940	ENST00000406606.3^9:136804225:-	ENST00000262374.5^16:5125389:+	OV-AU	Ovary-AdenoCA	9e6806c4-d331-4025-abee-2f576e3bf182	DO46556
SCAPER->TLN2	a4d107e6-4e56-49e9-8ec8-0903e6f00418	SCAPER	TLN2	ENSG00000140386.8	ENSG00000171914.10	15	76797200	15	63029077	out-of-frame	exon24->exon2	CDS->CDS	TRUE	SVMERGE2_1	NA	direct	direct	ENST00000563290.1:1-3050	ENST00000494733.1:101-5156	ENST00000563290.1^15:76797200:-	ENST00000494733.1^15:63029077:+	OV-AU	Ovary-AdenoCA	9e6806c4-d331-4025-abee-2f576e3bf182	DO46556
RPRD1B->ID1	a4d107e6-4e56-49e9-8ec8-0903e6f00418	RPRD1B	ID1	ENSG00000101413.7	ENSG00000125968.7	20	36668966	20	30193175	NA	exon2->exon1	CDS->5UTR	TRUE	SVMERGE220_1	NA	direct	direct	ENST00000373433.4:1-683	ENST00000376112.3:90-995	ENST00000373433.4^20:36668966:+	ENST00000376112.3^20:30193175:+	OV-AU	Ovary-AdenoCA	9e6806c4-d331-4025-abee-2f576e3bf182	DO46556
P4HA1->CFAP70	a4d107e6-4e56-49e9-8ec8-0903e6f00418	P4HA1	TTC18	ENSG00000122884.8	ENSG00000156042.13	10	74803645	10	75059423	in-frame	intron10->exon14	CDS->CDS	TRUE	SVMERGE28_1	NA	direct	direct	ENST00000412021.2:NA	ENST00000401621.2:NA	ENST00000412021.2^10:74803645:-	ENST00000401621.2^10:75059423:-	OV-AU	Ovary-AdenoCA	9e6806c4-d331-4025-abee-2f576e3bf182	DO46556
MAEA->CTBP1	a4d107e6-4e56-49e9-8ec8-0903e6f00418	MAEA	CTBP1	ENSG00000090316.11	ENSG00000159692.11	4	1283770	4	1232125	out-of-frame	exon1->exon3	CDS->CDS	FALSE	NA	NA	SV independent	NA	ENST00000505177.2:1-96	ENST00000382952.3:393-2468	ENST00000505177.2^4:1283770:+	ENST00000382952.3^4:1232125:-	OV-AU	Ovary-AdenoCA	9e6806c4-d331-4025-abee-2f576e3bf182	DO46556
IST1->AP1G1	a4d107e6-4e56-49e9-8ec8-0903e6f00418	IST1	AP1G1	ENSG00000182149.16	ENSG00000166747.8	16	71929492	16	71808495	in-frame	intron1->exon3	CDS->CDS	TRUE	SVMERGE9_1	NA	direct	direct	ENST00000535424.1:NA	ENST00000299980.4:NA	ENST00000535424.1^16:71929492:+	ENST00000299980.4^16:71808495:-	OV-AU	Ovary-AdenoCA	9e6806c4-d331-4025-abee-2f576e3bf182	DO46556
HID1->STIM2	a4d107e6-4e56-49e9-8ec8-0903e6f00418	HID1	STIM2	ENSG00000167861.11	ENSG00000109689.10	17	72954236	4	26997001	in-frame	exon12->exon4	CDS->CDS	TRUE	SVMERGE6_1	NA	direct	direct	ENST00000425042.2:1-1549	ENST00000382009.3:926-5179	ENST00000425042.2^17:72954236:-	ENST00000382009.3^4:26997001:+	OV-AU	Ovary-AdenoCA	9e6806c4-d331-4025-abee-2f576e3bf182	DO46556
FUBP3->CDADC1	a4d107e6-4e56-49e9-8ec8-0903e6f00418	FUBP3	CDADC1	ENSG00000107164.15	ENSG00000102543.10	9	133501892	13	49848427	in-frame	exon12->exon6	CDS->CDS	FALSE	NA	NA	SV independent	NA	ENST00000319725.9:1-1192	ENST00000251108.6:1114-3384	ENST00000319725.9^9:133501892:+	ENST00000251108.6^13:49848427:+	OV-AU	Ovary-AdenoCA	9e6806c4-d331-4025-abee-2f576e3bf182	DO46556
CDADC1->FUBP3	a4d107e6-4e56-49e9-8ec8-0903e6f00418	CDADC1	FUBP3	ENSG00000102543.10	ENSG00000107164.15	13	49842195	9	133506015	in-frame	exon5->exon13	CDS->CDS	TRUE	SVMERGE89_1	NA	direct	direct	ENST00000251108.6:1-1113	ENST00000319725.9:1193-3125	ENST00000251108.6^13:49842195:+	ENST00000319725.9^9:133506015:+	OV-AU	Ovary-AdenoCA	9e6806c4-d331-4025-abee-2f576e3bf182	DO46556
